132,161
340,147
558,140
786,137
1012,140
1237,146
1443,152
1668,158
1859,181
94,438
311,435
542,431
777,426
1014,428
1252,429
1469,439
1692,453
1900,459
70,753
291,754
523,755
771,753
1014,751
1260,750
1492,752
1722,755
1934,761
49,1081
276,1087
520,1091
765,1090
1014,1092
1267,1088
1504,1085
1740,1080
1956,1076
32,1417
263,1428
514,1439
764,1442
1016,1445
1269,1440
1513,1435
1751,1425
1970,1413
31,1748
262,1768
515,1782
761,1788
1013,1790
